text,emoji
Trying to meditate,🧘‍♀️🧠🤫😌🕉️
Trying to save money like,💸➡️💨
Trying to stay positive,🤠✨🙏
Trying to understand the instructions,😵‍💫❓
Trying to understand this legal document is giving me a headache.,⚖️📄🤔🤕
Turn your wounds into wisdom.,🤕➡️🧠✨💯
"Ugh, Monday morning already?",😩☕️💻
"Um actually,",☝️🤓
Unbothered queen,💅😌
Unc status.,👴📟
"Under construction, please wait",🏗️🚧👷‍♂️🔨⏳
Understand the assignment and delivered.,📝✅💯🎯👍
Understood the assignment,✅💯✍️
Unpopular opinion,🗣️🤷‍♀️
Urban gardening on my balcony,🏙️🌱🍅🌿☀️
Vacation mode,🌊🏖️
Vacation mode: ON. Out of office until further notice.,✈️🌴☀️😎🍹
Vacation starts tomorrow,✈️☀️🏖️
Vacation time,✈️🌴☀️
Vanishing from this weirdness,🤸‍♀️🕳️😶💨
Vibing to throwback songs rn,🎶😌🎧
"Vibrate higher, attract better.",📶✨💖🙏💯
"Victory celebration time, let's go",🥳🙌🏆🎉
Video conference call in 5 minutes,💻📹🗣️⏰
Virtual reality gaming session,🕶️🎮🌌💥
Visiting Gyeongbok Palace,🏯👑🌸🇰🇷
Visiting the Brandenburg Gate,🏛️🐎🇩🇪
Visiting the majestic Taj Mahal,🕌❤️🌅👑🇮🇳
Volunteering at the shelter,❤️🐾🐶🤝😊
"Wait a minute, slow it down",🤔🤚⏳
Wait for me,✋⏰⏳
Wait what did they just do?,👁️👄😳
Waiting for my date nervously,🧍⌚🌹
Waiting for my ride,🧍⌚🚗
Wake up,⏰☀️🍳
Wake up and smell the inspiration.,☀️👃💡✨💪
Walking the Great Wall of China,🇨🇳🧱🚶‍♀️🐉⛰️
Watch out,👀⚠️💥
Watching a documentary,📺🌍🐘🧠🤓
Watching a soccer match in Rio,⚽️🥅🏆🎉🇧🇷
Watching the guards at Buckingham Palace,💂‍♀️👑🏰🇬🇧
Watching the leaves change color,🍁🍂🧡❤️💛
Watching the sunset in Santorini,🌅🇬🇷
Water under the bridge,🌊🌉😌👍
We got the keys to our dream home!,🏡🔑💖
We need to talk,🗣️😟💔🤔
We won the game tonight,🎉🏆🥇
"We're a perfect match, like peanut butter and jelly.",🥜🍇🥪❤️💯
We're engaged,💍👰🤵
So happy for your engagement,💍😭💖
We're getting married!,💍🗓️
Weekend adventure time!,🌲🎒🧭
Weekend brunch with the besties!,👯‍♀️🥂🍳
Weekend getaway,🚗💨🏞️🏕️
Weekend getaway booked!,✈️🗺️☀️
"Weekend road trip with the besties, let's go!",🚗💨🛣️😎👯‍♀️
Weekend trip with the girls!,👯‍♀️🥂☀️
Weekend vibes,😎🎉🥳
Welcome home,🏡❤️🤗🎉
Welcome to the enchanted forest,🌳🍄🧚‍♀️✨🦌
Welcome to the team,👋🤝🧑‍🤝‍🧑💼
Well actually,☝️🤓
What a beautiful day,☀️😎🌸😊
What a mess,🤯🗑️🧹😵
What a plot twist,🤯📖🔄😮
What a whirlwind,😵‍💫🤯😴
What are they plotting now?,👀🤔🤫
Log on to your computer,🤔👉💻❓
What are you doing?,🤔👉❓
What did I just see?,😳🕶️🤏
What mistake? I made no mistake?,🕳️👨‍🦯🤷‍♂️
What on earth did I just witness?,😳🕶️🤏❓
"What problems, I see nothing?",🕳️👨‍🦯🤷‍♀️
What secrets are they hiding?,☕️👀🤫
What should I make for dinner?,🤔🍳❓
What the sigma did you just say?,🤔❓🤯
What the sigma is happening here?,🤔❓🤯
What the sigma?,🤔❓🤯
What was that loud noise,🤨🕶️🤏💥
What's for dinner?,🤔🍽️😋❓
What's the gossip tell me all,👀👂🗣️
What's the plan?,🤔🗓️🗺️❓
What's the weather like?,🤔☀️🌧️❓
What's up?,🤔❓👋
What's your favorite song?,🤔🎶🎵🎧
Guess the song,🤔🎶
"When life gives you lemons, make lemonade.",🍋💧🍯😊💪
"When pigs fly, maybe",🐖✈️🤔😂
Whittling a small wooden bird,🔪🌳🐦✋
Who knows what went wrong,🤷‍♀️❓🤔
Why did they cancel plans?,😒🙄🗓️
Why did they say that?,😒🙄😤
Why is adulting so hard?,😩💸🤷‍♀️
Why is budgeting so complicated?,😩💸🤯
Why is finding a good therapist so hard?,😩🧠🤷‍♀️
Wifi is being difficult,😭📶🤬
Window seat views are the best,✈️🖼️☁️🌍🌅
Wine lover,🍷❤️😌
Winter wonderland,❄️☃️🧣🧤
Woke up early to catch the sunrise this morning.,🌅🧡💛💖✨
Woke up feeling amped,⚡️🤩☀️
"Womp womp, guess you'll have to study then",🤷‍♀️😂
Work hard,💪💼💯
Work mode,💻☕
Work time,💼💻💪
Working from home today,🏠💻☕️
Working hard to make my dreams a reality.,💻💪🧠💡🌟
Workout time,🏋️‍♀️💪🔥
Wow that technology is wild,🤯🤩🤖
Yeah let's do – that sounds fun,😙👌😎
Yes exactly what I thought,👏👏💡
Yes I submitted the form,✅👍📄
Yes yes one thousand times yes,💯💯👍✅
Yoga retreat in India,🧘‍♀️🕉️🙏⛰️🇮🇳
You actually did that,👁️👄👁️
You are absolutely spot on,💯✅🎯
You are capable of amazing things.,✨💪💯
You are capping so hard,🧢🧢🤥
You are enough,💖💯🙏😊
You are strong,💪💖🔥💯
You are the sunshine on my rainy day.,☀️🌻😊💖🤗
You ate that performance,🔥💯
"You can't buy happiness, but you can buy a plane ticket.",💸🚫😊✈️➡️😃
You complete me,❤️🧩👩‍❤️‍👨💯
You drive a hard bargain,💪💰🤔
You dropped this king/queen,👑👇
You fell over haha,🤣🫵
You free to chat later?,💬🤔⏰
You got this,💪👍💯
You have a great smile,😊😄💖✨
You inspire me,✨💖💪🙏
You look absolutely radiant,🔥🔥😍✨
You look great,😍😎👍💯
You made my day,😊💖☀️😄
You brighten my day,😊💖☀️😄
You mean a lot to me,❤️💖😊💯
You really ate that!,💅✨👑
You said you were coming early,🤥⏰😠
You saw WHAT?,👁️👄💥
You spent all your money,👁️👄💸
You stole a pizza my heart.,🍕❤️😘😋😂
You think that's funny huh?,🤣🫵🤨
"You think you're slick, huh?",👀🤨
You witnessed that craziness too,👁️👄🤯
You're a good friend,🤗💖🤝💯
How are you,🤔💭❤️🙏
You're in my thoughts,🤔💭❤️🙏
You're so kind,🤗💖🙏😊
You're so sweet,🍬🍯💖😊
You're the best,🏆💖💯
Winning,🥇🏆💯
You're the sweetest person I know.,🍬🍯💖😘😊
You're welcome,🤗👍😄
Your new haircut looks sharp,🔥🔥✂️
Your only limit is your mind.,🧠⛓️🚫💪💯
"Your potential is endless, go for it.",♾️💪🔥
Your turn to share ideas,🎤💡
Your vibe attracts your tribe.,✨🤝😎🤙💯
